date,longitude,latitude,Elevation,Rain,T2M,CLOUD_AMT,RH2M,ALLSKY_SFC_SW_DWN
20050712,91.25,27.27,2419.3,11.98,15.87,98.02,87.86,8.9
20050713,91.25,27.27,2419.3,12.09,15.03,98.71,88.88,12.97
20050714,91.25,27.27,2419.3,15.71,15.99,98.52,82.39,9.18
20050715,91.25,27.27,2419.3,10.2,16.11,98.99,84.03,13.2
20050716,91.25,27.27,2419.3,8.93,16.68,99.4,84.51,8.82
20050717,91.25,27.27,2419.3,2.84,16.65,99.56,85.75,8.89
20050718,91.25,27.27,2419.3,9.09,16.49,99.1,89.29,8.28
20050719,91.25,27.27,2419.3,7.37,17.6,99.07,87.62,9.75
20050720,91.25,27.27,2419.3,9.27,17.34,98.75,89.74,12.51
20050721,91.25,27.27,2419.3,3.04,17.89,98.6,81.81,15.52
20050722,91.25,27.27,2419.3,2.48,18.28,98.37,84.48,17.08
20050723,91.25,27.27,2419.3,7.73,18.83,98.71,81.71,16.47
20050724,91.25,27.27,2419.3,2.49,18.78,98.8,78.86,18.42
20050725,91.25,27.27,2419.3,7.94,18.75,92.3,78.87,19.24
20050726,91.25,27.27,2419.3,5.64,18.4,91.84,78.12,17.29
20050727,91.25,27.27,2419.3,2.02,17.69,84.91,83.11,20.98
20050728,91.25,27.27,2419.3,0.55,18.37,97.74,80.46,20.61
20050729,91.25,27.27,2419.3,2.43,18.09,94.1,80.29,23.02
20050730,91.25,27.27,2419.3,10.44,18.01,95.98,82.05,22.33
20050731,91.25,27.27,2419.3,2.02,18.35,96.89,82.49,20.25
20050801,91.25,27.27,2419.3,0.07,19.66,98.85,80.04,19.43
20050802,91.25,27.27,2419.3,11.36,19.62,97.84,81.68,17.41
20050803,91.25,27.27,2419.3,22.23,18.85,99.04,85.85,15.31
20050804,91.25,27.27,2419.3,22.77,18.41,98.97,84.59,14.54
20050805,91.25,27.27,2419.3,34.26,17.26,99.4,87.88,11.36
20050806,91.25,27.27,2419.3,12.21,17.32,99.22,86.01,12.42
20050807,91.25,27.27,2419.3,18.08,17.74,99.34,86.71,10.33
20050808,91.25,27.27,2419.3,9.96,17.76,98.64,83.04,16.1
20050809,91.25,27.27,2419.3,3.54,16.79,98.66,86.2,17.06
20050810,91.25,27.27,2419.3,8.47,18.28,98.53,84.11,16.29
20050811,91.25,27.27,2419.3,45.23,17.6,99.11,86.49,11.39
20050812,91.25,27.27,2419.3,7.37,18.17,97.67,82.85,13.81
20050813,91.25,27.27,2419.3,14.93,18.68,96.08,83.43,16.85
20050814,91.25,27.27,2419.3,18.51,19.14,98.87,81.31,17.03
20050815,91.25,27.27,2419.3,9.58,16.9,98.65,86.11,14.72
20050816,91.25,27.27,2419.3,7.26,17.75,96.99,82.08,15.16
20050817,91.25,27.27,2419.3,3.2,17.72,97.85,83.5,15.69
20050818,91.25,27.27,2419.3,34.65,17.3,95.38,85.3,14.92
20050819,91.25,27.27,2419.3,30.92,16.99,97.46,84.82,15.43
20050820,91.25,27.27,2419.3,7.83,17.23,96.64,83.64,14.15
20050821,91.25,27.27,2419.3,12.68,16.29,91.21,84.55,14.38
20050822,91.25,27.27,2419.3,7.35,16.71,99.2,84.06,15.04
20050823,91.25,27.27,2419.3,7.04,16.61,98.78,90.15,12.36
20050824,91.25,27.27,2419.3,9.22,16.07,99.24,88.54,11.38
20050825,91.25,27.27,2419.3,6.59,16.08,99.23,84.37,10.16
20050826,91.25,27.27,2419.3,2.86,16.16,94.22,85.08,13.41
20050827,91.25,27.27,2419.3,3.29,15.82,96.56,88.84,11.64
20050828,91.25,27.27,2419.3,0.53,16.71,84.23,86.26,14.44
20050829,91.25,27.27,2419.3,0.76,17.25,85.73,87.47,16.14
20050830,91.25,27.27,2419.3,1.7,16.94,76.52,88.54,18.07
20050831,91.25,27.27,2419.3,3.1,16.77,90.93,85.92,13.18
20050901,91.25,27.27,2419.3,1.24,17.77,89.84,81.18,16.07
20050902,91.25,27.27,2419.3,8.42,18.31,81.12,80.53,18.07
20050903,91.25,27.27,2419.3,6.31,17.03,94.75,81.28,18.67
20050904,91.25,27.27,2419.3,6.25,16.61,98.41,84.44,13.63
20050905,91.25,27.27,2419.3,16.65,15.26,99.5,86.62,9.08
20050906,91.25,27.27,2419.3,1.71,15.79,91.65,88.99,11.95
20050907,91.25,27.27,2419.3,0.63,16.85,59.08,83.39,18.69
20050908,91.25,27.27,2419.3,0.58,17.44,57.53,83.25,20.74
20050909,91.25,27.27,2419.3,4.13,16.97,55.11,79.22,22.28
20050910,91.25,27.27,2419.3,0.6,15.89,39.44,78.1,23.26
20050911,91.25,27.27,2419.3,0.35,15.76,43.77,77.05,23.11
20050912,91.25,27.27,2419.3,0.02,15.28,39.84,79.92,22.12
20050913,91.25,27.27,2419.3,0.11,14.61,49.19,82.22,19.4
20050914,91.25,27.27,2419.3,0.48,14.41,59.49,79.61,20.08
20050915,91.25,27.27,2419.3,2.34,14.92,44.34,72.8,20.62
20050916,91.25,27.27,2419.3,1.19,15.27,73.82,76.28,16.12
20050917,91.25,27.27,2419.3,3.6,15.66,88.66,83.29,14.98
20050918,91.25,27.27,2419.3,6.56,17.11,74.0,81.59,15.64
20050919,91.25,27.27,2419.3,0.61,17.57,56.41,80.27,21.32
20050920,91.25,27.27,2419.3,11.08,16.37,97.34,85.11,13.43
20050921,91.25,27.27,2419.3,3.11,16.61,97.59,86.5,10.01
20050922,91.25,27.27,2419.3,1.26,15.83,84.67,87.19,13.32
20050923,91.25,27.27,2419.3,1.11,15.57,97.13,87.0,9.73
20050924,91.25,27.27,2419.3,2.95,16.14,97.77,88.05,10.44
20050925,91.25,27.27,2419.3,3.21,15.47,96.01,91.16,11.33
20050926,91.25,27.27,2419.3,3.69,15.82,90.44,90.4,11.43
20050927,91.25,27.27,2419.3,0.07,15.74,75.97,85.05,13.01
20050928,91.25,27.27,2419.3,0.0,15.85,58.74,75.89,18.12
20050929,91.25,27.27,2419.3,1.26,15.89,67.22,79.92,16.93
20050930,91.25,27.27,2419.3,1.63,14.65,85.0,83.24,14.82
20051001,91.25,27.27,2419.3,4.01,14.43,87.77,84.89,12.91
20051002,91.25,27.27,2419.3,12.56,13.25,98.71,91.0,7.49
20051003,91.25,27.27,2419.3,6.16,13.09,99.42,89.41,7.56
20051004,91.25,27.27,2419.3,25.43,11.8,99.6,89.51,6.51
20051005,91.25,27.27,2419.3,8.11,12.51,90.08,87.03,9.42
20051006,91.25,27.27,2419.3,5.41,13.42,60.78,78.59,14.79
20051007,91.25,27.27,2419.3,1.05,13.13,55.84,78.88,15.51
20051008,91.25,27.27,2419.3,1.24,12.44,36.69,77.91,18.2
20051009,91.25,27.27,2419.3,0.59,11.62,29.63,75.12,19.03
20051010,91.25,27.27,2419.3,0.0,11.13,21.9,73.41,20.76
20051011,91.25,27.27,2419.3,0.0,10.94,15.81,73.77,21.19
20051012,91.25,27.27,2419.3,0.0,11.56,11.57,71.15,21.92
20051013,91.25,27.27,2419.3,0.0,11.76,19.29,69.96,21.8
20051014,91.25,27.27,2419.3,0.0,11.29,56.63,72.4,17.74
20051015,91.25,27.27,2419.3,0.0,11.56,68.89,69.14,18.22
20051016,91.25,27.27,2419.3,0.0,12.45,87.59,72.02,15.92
20051017,91.25,27.27,2419.3,0.83,12.34,71.96,78.1,16.85
20051018,91.25,27.27,2419.3,4.3,11.8,94.98,82.45,7.05
20051019,91.25,27.27,2419.3,3.03,10.88,99.73,83.47,6.58
20051020,91.25,27.27,2419.3,3.64,9.48,99.76,87.56,7.91
20051021,91.25,27.27,2419.3,21.04,10.32,99.7,90.8,5.96
20051022,91.25,27.27,2419.3,14.92,10.97,99.6,87.8,5.42
20051023,91.25,27.27,2419.3,3.44,10.98,76.42,89.37,9.84
20051024,91.25,27.27,2419.3,0.07,11.71,49.82,80.14,13.87
20051025,91.25,27.27,2419.3,0.06,10.41,83.57,88.34,10.51
20051026,91.25,27.27,2419.3,0.03,9.71,79.93,89.52,11.6
20051027,91.25,27.27,2419.3,0.09,9.41,46.85,92.16,14.28
20051028,91.25,27.27,2419.3,0.01,9.99,84.01,85.1,16.55
20051029,91.25,27.27,2419.3,0.0,9.43,47.5,82.23,16.65
20051030,91.25,27.27,2419.3,0.0,9.06,48.76,82.35,13.21
20051031,91.25,27.27,2419.3,0.06,8.58,29.91,78.0,17.55
20051101,91.25,27.27,2419.3,0.01,8.86,17.48,78.56,17.32
20051102,91.25,27.27,2419.3,0.0,7.89,25.95,74.15,18.61
20051103,91.25,27.27,2419.3,0.0,7.45,26.57,62.85,19.39
20051104,91.25,27.27,2419.3,0.0,7.45,16.13,61.84,19.1
20051105,91.25,27.27,2419.3,0.0,6.52,22.74,66.29,18.46
20051106,91.25,27.27,2419.3,0.0,8.01,11.76,59.9,19.81
20051107,91.25,27.27,2419.3,0.0,8.97,30.86,56.62,18.68
20051108,91.25,27.27,2419.3,0.0,7.14,27.42,65.25,18.93
20051109,91.25,27.27,2419.3,0.0,6.87,31.07,68.23,18.83
20051110,91.25,27.27,2419.3,0.0,7.36,26.34,74.54,18.04
20051111,91.25,27.27,2419.3,0.0,7.02,29.99,78.66,18.02
20051112,91.25,27.27,2419.3,0.0,7.64,23.8,75.5,17.58
20051113,91.25,27.27,2419.3,0.0,7.15,62.07,84.38,13.72
20051114,91.25,27.27,2419.3,0.0,8.16,50.79,87.66,12.38
20051115,91.25,27.27,2419.3,0.0,7.78,63.32,82.07,13.13
20051116,91.25,27.27,2419.3,0.02,8.37,74.75,86.52,10.36
20051117,91.25,27.27,2419.3,0.01,8.19,63.0,88.3,9.57
20051118,91.25,27.27,2419.3,0.13,6.93,79.52,91.99,7.38
20051119,91.25,27.27,2419.3,0.01,7.51,58.45,81.63,10.86
20051120,91.25,27.27,2419.3,0.0,6.86,60.81,85.05,10.26
20051121,91.25,27.27,2419.3,0.0,7.39,74.82,86.13,9.42
20051122,91.25,27.27,2419.3,0.3,7.02,85.56,89.43,7.54
20051123,91.25,27.27,2419.3,0.4,6.62,80.45,92.45,8.51
20051124,91.25,27.27,2419.3,0.0,6.73,67.14,91.59,8.66
20051125,91.25,27.27,2419.3,0.0,6.86,54.32,85.15,10.3
20051126,91.25,27.27,2419.3,0.0,6.25,32.85,79.43,13.16
20051127,91.25,27.27,2419.3,0.0,6.18,29.07,76.24,14.81
20051128,91.25,27.27,2419.3,0.0,6.54,36.14,67.77,14.85
20051129,91.25,27.27,2419.3,0.0,6.67,52.3,65.89,15.56
20051130,91.25,27.27,2419.3,0.0,6.18,38.06,68.74,14.66
20051201,91.25,27.27,2419.3,0.0,5.54,51.34,74.52,12.69
20051202,91.25,27.27,2419.3,0.0,5.21,49.12,76.38,15.27
20051203,91.25,27.27,2419.3,0.0,6.43,23.46,70.92,16.42
20051204,91.25,27.27,2419.3,0.0,5.77,27.66,73.8,15.56
20051205,91.25,27.27,2419.3,0.0,5.3,23.7,70.49,13.66
20051206,91.25,27.27,2419.3,0.0,6.51,11.37,51.39,16.47
20051207,91.25,27.27,2419.3,0.0,5.7,12.77,58.64,16.5
20051208,91.25,27.27,2419.3,0.0,3.44,12.03,70.21,16.67
20051209,91.25,27.27,2419.3,0.0,3.75,10.24,68.97,16.41
20051210,91.25,27.27,2419.3,0.0,4.26,9.9,68.2,16.03
20051211,91.25,27.27,2419.3,0.0,3.75,10.08,66.26,16.1
20051212,91.25,27.27,2419.3,0.0,5.05,9.84,56.53,16.31
20051213,91.25,27.27,2419.3,0.0,4.75,19.75,63.59,15.99
20051214,91.25,27.27,2419.3,0.0,5.31,9.38,66.07,16.29
20051215,91.25,27.27,2419.3,0.0,5.98,13.32,67.5,15.93
20051216,91.25,27.27,2419.3,0.0,5.69,29.94,70.88,15.85
20051217,91.25,27.27,2419.3,0.0,6.38,13.95,68.8,16.07
20051218,91.25,27.27,2419.3,0.0,5.99,8.73,66.66,16.23
20051219,91.25,27.27,2419.3,0.0,4.8,11.44,69.37,15.77
20051220,91.25,27.27,2419.3,0.0,4.82,11.74,67.63,15.86
20051221,91.25,27.27,2419.3,0.0,4.85,27.99,58.02,15.92
20051222,91.25,27.27,2419.3,0.0,4.33,99.37,67.32,7.56
20051223,91.25,27.27,2419.3,0.0,3.31,57.9,79.39,13.81
20051224,91.25,27.27,2419.3,0.0,3.52,28.3,69.6,15.0
20051225,91.25,27.27,2419.3,0.0,4.21,36.82,68.61,14.29
20051226,91.25,27.27,2419.3,0.0,5.57,33.9,58.79,15.28
20051227,91.25,27.27,2419.3,0.0,3.65,37.79,60.85,15.09
20051228,91.25,27.27,2419.3,0.0,2.02,43.25,77.91,13.37
20051229,91.25,27.27,2419.3,0.0,2.43,46.8,81.48,12.87
20051230,91.25,27.27,2419.3,0.0,3.56,23.86,78.14,14.68
20051231,91.25,27.27,2419.3,0.0,4.54,12.37,70.92,15.95
20060101,91.25,27.27,2419.3,0.0,6.61,10.47,58.98,16.35
20060102,91.25,27.27,2419.3,0.0,8.32,20.9,51.63,16.16
20060103,91.25,27.27,2419.3,0.0,7.45,43.13,58.12,15.11
20060104,91.25,27.27,2419.3,0.0,7.85,14.97,51.6,16.14
20060105,91.25,27.27,2419.3,0.0,7.22,6.57,55.89,15.87
20060106,91.25,27.27,2419.3,0.0,6.5,17.17,61.42,15.69
20060107,91.25,27.27,2419.3,0.0,6.85,35.18,59.21,15.44
20060108,91.25,27.27,2419.3,0.0,6.57,20.24,59.8,16.22
20060109,91.25,27.27,2419.3,0.0,5.6,9.3,60.62,16.23
20060110,91.25,27.27,2419.3,0.0,4.55,13.6,66.2,15.39
20060111,91.25,27.27,2419.3,0.0,4.53,28.74,69.58,15.65
20060112,91.25,27.27,2419.3,0.0,3.87,25.35,75.92,15.38
20060113,91.25,27.27,2419.3,0.0,3.05,53.36,82.15,12.85
20060114,91.25,27.27,2419.3,0.0,1.4,88.72,85.91,5.46
20060115,91.25,27.27,2419.3,0.0,2.39,69.88,78.04,9.84
20060116,91.25,27.27,2419.3,0.0,3.8,76.9,76.41,8.14
20060117,91.25,27.27,2419.3,0.0,4.35,74.32,80.53,8.6
20060118,91.25,27.27,2419.3,0.03,3.59,85.33,88.19,8.28
20060119,91.25,27.27,2419.3,0.0,4.74,63.94,87.17,10.76
20060120,91.25,27.27,2419.3,0.0,4.52,63.06,83.95,10.44
20060121,91.25,27.27,2419.3,0.0,4.79,57.06,82.73,13.08
20060122,91.25,27.27,2419.3,0.0,3.5,68.7,81.99,11.45
20060123,91.25,27.27,2419.3,0.0,4.23,48.92,71.31,14.75
20060124,91.25,27.27,2419.3,0.0,3.28,31.87,63.43,14.7
20060125,91.25,27.27,2419.3,0.0,3.57,30.72,66.72,14.85
20060126,91.25,27.27,2419.3,0.0,4.42,17.38,66.63,16.85
20060127,91.25,27.27,2419.3,0.0,3.77,13.19,65.41,17.96
20060128,91.25,27.27,2419.3,0.0,4.13,16.5,63.53,17.88
20060129,91.25,27.27,2419.3,0.0,5.64,23.87,67.26,16.39
20060130,91.25,27.27,2419.3,0.0,7.33,13.04,62.27,17.89
20060131,91.25,27.27,2419.3,0.0,8.85,11.18,60.57,18.54
20060201,91.25,27.27,2419.3,0.0,7.37,16.83,68.35,18.17
20060202,91.25,27.27,2419.3,0.0,7.37,61.6,78.15,14.55
20060203,91.25,27.27,2419.3,0.0,7.7,77.03,81.29,9.94
20060204,91.25,27.27,2419.3,0.79,5.7,79.33,82.03,8.96
20060205,91.25,27.27,2419.3,0.01,7.51,31.93,57.64,18.26
20060206,91.25,27.27,2419.3,0.0,6.93,13.57,57.51,19.86
20060207,91.25,27.27,2419.3,0.0,6.59,28.49,65.78,17.87
20060208,91.25,27.27,2419.3,0.0,5.06,43.99,71.29,16.29
20060209,91.25,27.27,2419.3,0.0,6.05,57.01,71.18,16.44
20060210,91.25,27.27,2419.3,0.0,5.69,49.46,78.98,16.77
20060211,91.25,27.27,2419.3,0.0,6.34,28.35,70.9,17.71
20060212,91.25,27.27,2419.3,0.0,6.74,39.44,73.58,15.95
20060213,91.25,27.27,2419.3,0.38,6.51,79.72,83.41,11.68
20060214,91.25,27.27,2419.3,0.6,5.67,93.89,86.71,9.18
20060215,91.25,27.27,2419.3,0.34,5.68,99.04,88.47,5.65
20060216,91.25,27.27,2419.3,1.81,5.52,85.07,81.19,8.91
20060217,91.25,27.27,2419.3,0.18,5.44,60.68,77.67,14.44
20060218,91.25,27.27,2419.3,0.1,5.97,82.96,79.78,12.3
20060219,91.25,27.27,2419.3,0.0,7.21,86.47,81.91,11.04
20060220,91.25,27.27,2419.3,0.01,8.2,93.47,86.24,9.11
20060221,91.25,27.27,2419.3,3.03,8.68,96.99,88.7,8.18
20060222,91.25,27.27,2419.3,0.64,8.95,93.11,90.21,9.32
20060223,91.25,27.27,2419.3,0.0,8.3,89.18,88.79,9.82
20060224,91.25,27.27,2419.3,0.0,9.07,86.94,84.28,12.12
20060225,91.25,27.27,2419.3,0.03,8.59,89.77,88.21,10.9
20060226,91.25,27.27,2419.3,0.01,8.43,90.19,87.5,11.2
20060227,91.25,27.27,2419.3,0.01,8.6,85.14,77.89,12.7
20060228,91.25,27.27,2419.3,0.0,7.82,56.03,66.13,14.29
20060301,91.25,27.27,2419.3,0.0,6.6,41.91,50.25,21.53
20060302,91.25,27.27,2419.3,0.0,5.52,65.86,59.14,19.46
20060303,91.25,27.27,2419.3,0.0,5.31,66.47,62.23,17.8
20060304,91.25,27.27,2419.3,0.0,5.7,82.44,65.35,14.1
20060305,91.25,27.27,2419.3,0.0,5.54,87.43,69.35,14.07
20060306,91.25,27.27,2419.3,0.11,4.88,60.97,72.68,14.94
20060307,91.25,27.27,2419.3,0.0,5.66,70.66,70.02,14.45
20060308,91.25,27.27,2419.3,0.0,6.93,69.71,68.92,15.11
20060309,91.25,27.27,2419.3,0.0,8.92,74.87,67.09,19.33
20060310,91.25,27.27,2419.3,3.04,10.01,71.72,68.94,17.67
20060311,91.25,27.27,2419.3,1.42,7.86,98.89,78.65,5.03
20060312,91.25,27.27,2419.3,2.01,6.98,94.25,82.02,13.81
20060313,91.25,27.27,2419.3,0.15,7.09,80.98,83.91,13.02
20060314,91.25,27.27,2419.3,0.0,7.67,90.14,83.26,11.95
20060315,91.25,27.27,2419.3,1.61,8.44,87.87,77.58,15.6
20060316,91.25,27.27,2419.3,2.16,5.89,85.04,79.27,5.64
20060317,91.25,27.27,2419.3,0.36,7.97,66.15,73.52,18.19
20060318,91.25,27.27,2419.3,0.0,7.11,64.13,75.26,16.3
20060319,91.25,27.27,2419.3,0.0,6.88,75.49,76.75,13.75
20060320,91.25,27.27,2419.3,0.0,7.5,69.84,75.47,16.96
20060321,91.25,27.27,2419.3,0.23,7.06,83.57,76.18,10.06
20060322,91.25,27.27,2419.3,1.14,6.38,95.47,80.39,10.65
20060323,91.25,27.27,2419.3,0.0,6.69,94.5,80.62,12.51
20060324,91.25,27.27,2419.3,0.0,7.48,98.31,79.73,8.61
20060325,91.25,27.27,2419.3,0.0,7.87,96.84,79.81,8.78
20060326,91.25,27.27,2419.3,0.01,8.61,90.01,77.42,13.07
20060327,91.25,27.27,2419.3,0.09,9.86,50.24,64.91,20.44
20060328,91.25,27.27,2419.3,0.0,8.99,39.98,63.04,23.43
20060329,91.25,27.27,2419.3,0.0,7.9,33.17,59.14,25.44
20060330,91.25,27.27,2419.3,1.04,7.34,50.21,58.93,20.05
20060331,91.25,27.27,2419.3,0.0,9.2,30.05,59.98,23.41
20060401,91.25,27.27,2419.3,0.75,9.06,76.34,67.17,17.45
20060402,91.25,27.27,2419.3,11.17,7.86,95.69,76.9,8.37
20060403,91.25,27.27,2419.3,4.63,7.36,96.21,79.02,10.8
20060404,91.25,27.27,2419.3,9.12,8.17,97.98,81.58,7.58
20060405,91.25,27.27,2419.3,6.85,9.56,98.38,77.12,11.52
20060406,91.25,27.27,2419.3,8.56,9.86,99.13,80.22,9.88
20060407,91.25,27.27,2419.3,2.07,9.49,87.42,81.74,12.8
20060408,91.25,27.27,2419.3,1.6,8.7,78.02,82.79,8.52
20060409,91.25,27.27,2419.3,2.43,10.75,74.13,79.43,14.86
20060410,91.25,27.27,2419.3,11.48,11.68,94.55,83.46,13.08
20060411,91.25,27.27,2419.3,0.06,12.65,81.43,80.73,15.84
20060412,91.25,27.27,2419.3,1.7,12.12,61.68,61.03,21.33
20060413,91.25,27.27,2419.3,8.47,11.17,78.1,60.19,22.26
20060414,91.25,27.27,2419.3,0.0,11.1,70.16,62.47,21.38
20060415,91.25,27.27,2419.3,0.01,10.88,76.3,59.77,24.17
20060416,91.25,27.27,2419.3,0.19,10.56,93.57,59.78,21.34
20060417,91.25,27.27,2419.3,6.02,9.85,92.2,62.06,17.6
20060418,91.25,27.27,2419.3,12.91,9.57,99.54,75.66,6.78
20060419,91.25,27.27,2419.3,8.88,7.31,77.68,84.07,9.09
20060420,91.25,27.27,2419.3,0.84,8.75,67.84,64.93,18.02
20060421,91.25,27.27,2419.3,0.6,8.99,82.18,75.48,17.23
20060422,91.25,27.27,2419.3,0.93,9.99,69.72,81.2,20.64
20060423,91.25,27.27,2419.3,2.2,10.25,86.6,83.68,14.33
20060424,91.25,27.27,2419.3,2.97,7.98,88.98,87.61,13.21
20060425,91.25,27.27,2419.3,3.86,10.45,88.37,83.99,14.2
20060426,91.25,27.27,2419.3,5.93,11.01,93.49,83.18,14.61
20060427,91.25,27.27,2419.3,0.3,10.58,94.23,82.63,18.8
20060428,91.25,27.27,2419.3,0.0,13.52,39.67,57.04,26.39
20060429,91.25,27.27,2419.3,0.0,12.61,39.55,63.04,25.68
20060430,91.25,27.27,2419.3,0.0,12.95,33.12,72.85,25.0
20060501,91.25,27.27,2419.3,14.37,14.52,50.66,76.04,23.25
20060502,91.25,27.27,2419.3,8.64,14.31,96.53,82.02,13.96
20060503,91.25,27.27,2419.3,2.16,13.78,92.91,80.86,13.68
20060504,91.25,27.27,2419.3,3.04,13.64,86.99,80.33,17.9
20060505,91.25,27.27,2419.3,8.51,12.96,90.97,77.39,16.9
20060506,91.25,27.27,2419.3,6.5,12.61,97.47,86.5,12.71
20060507,91.25,27.27,2419.3,1.02,13.45,80.54,83.03,18.4
20060508,91.25,27.27,2419.3,0.13,13.67,66.26,82.34,16.27
20060509,91.25,27.27,2419.3,0.42,13.04,92.37,87.82,14.38
20060510,91.25,27.27,2419.3,0.46,13.55,96.12,78.92,8.42
20060511,91.25,27.27,2419.3,3.44,13.19,96.89,84.72,12.06
20060512,91.25,27.27,2419.3,6.19,14.49,93.75,84.13,15.62
20060513,91.25,27.27,2419.3,7.69,12.13,98.89,87.28,9.17
20060514,91.25,27.27,2419.3,3.27,12.33,84.58,80.71,14.01
20060515,91.25,27.27,2419.3,0.03,13.23,48.87,76.44,24.36
20060516,91.25,27.27,2419.3,0.0,12.65,50.32,79.85,23.65
20060517,91.25,27.27,2419.3,1.08,13.8,45.45,74.1,27.32
20060518,91.25,27.27,2419.3,0.0,14.79,31.81,71.95,27.59
20060519,91.25,27.27,2419.3,5.15,13.32,87.05,82.87,21.45
20060520,91.25,27.27,2419.3,3.38,13.61,99.21,78.03,14.15
20060521,91.25,27.27,2419.3,4.33,13.51,98.65,82.0,13.14
20060522,91.25,27.27,2419.3,1.22,14.03,92.48,77.42,14.83
20060523,91.25,27.27,2419.3,1.75,13.57,94.29,82.53,14.22
20060524,91.25,27.27,2419.3,3.22,14.67,96.21,82.07,17.59
20060525,91.25,27.27,2419.3,11.83,16.33,88.18,78.71,20.98
20060526,91.25,27.27,2419.3,2.31,16.52,96.41,77.49,18.89
20060527,91.25,27.27,2419.3,6.54,16.16,97.96,80.06,16.4
20060528,91.25,27.27,2419.3,5.26,16.16,98.84,83.57,11.66
20060529,91.25,27.27,2419.3,8.95,15.81,96.73,85.52,13.71
20060530,91.25,27.27,2419.3,9.4,16.92,94.38,83.84,10.52
20060531,91.25,27.27,2419.3,3.42,16.6,96.26,91.73,9.53
20060601,91.25,27.27,2419.3,5.78,16.17,99.63,89.45,7.31
20060602,91.25,27.27,2419.3,4.93,15.53,93.7,88.55,10.46
20060603,91.25,27.27,2419.3,2.06,16.32,97.66,83.76,14.36
20060604,91.25,27.27,2419.3,0.33,17.25,86.48,80.75,16.97
20060605,91.25,27.27,2419.3,7.42,16.95,94.03,82.03,18.97
20060606,91.25,27.27,2419.3,3.17,17.45,98.55,82.49,17.37
20060607,91.25,27.27,2419.3,4.44,17.35,90.0,82.91,17.77
20060608,91.25,27.27,2419.3,3.98,17.91,97.08,81.68,18.25
20060609,91.25,27.27,2419.3,4.42,17.58,99.03,84.46,13.73
20060610,91.25,27.27,2419.3,4.19,16.85,99.56,83.98,12.54
20060611,91.25,27.27,2419.3,6.52,16.87,99.24,84.37,8.39
20060612,91.25,27.27,2419.3,8.52,17.03,99.52,84.13,6.45
20060613,91.25,27.27,2419.3,3.61,15.38,99.26,79.67,12.47
20060614,91.25,27.27,2419.3,1.71,16.25,97.13,81.1,14.49
20060615,91.25,27.27,2419.3,1.11,16.45,89.92,78.29,16.48
20060616,91.25,27.27,2419.3,4.19,16.91,95.7,82.31,18.49
20060617,91.25,27.27,2419.3,1.99,16.64,90.35,87.61,17.39
20060618,91.25,27.27,2419.3,0.0,16.45,81.15,83.17,15.5
20060619,91.25,27.27,2419.3,0.27,16.25,67.63,77.3,21.54
20060620,91.25,27.27,2419.3,0.89,15.62,98.82,75.79,12.7
20060621,91.25,27.27,2419.3,1.55,16.24,95.26,80.6,14.91
20060622,91.25,27.27,2419.3,10.1,17.2,95.03,81.63,16.96
20060623,91.25,27.27,2419.3,9.17,16.81,98.45,84.44,14.77
20060624,91.25,27.27,2419.3,8.61,16.54,98.69,82.25,13.18
20060625,91.25,27.27,2419.3,13.93,16.56,99.32,88.44,14.61
20060626,91.25,27.27,2419.3,7.13,17.15,98.19,84.11,11.94
20060627,91.25,27.27,2419.3,10.89,16.38,87.67,88.23,14.98
20060628,91.25,27.27,2419.3,8.31,16.35,96.41,85.67,12.27
20060629,91.25,27.27,2419.3,1.98,16.87,87.62,82.7,16.67
20060630,91.25,27.27,2419.3,4.39,18.18,76.68,79.01,19.99
20060701,91.25,27.27,2419.3,1.85,18.76,75.75,79.42,20.37
20060702,91.25,27.27,2419.3,2.16,18.15,71.91,80.77,23.08
20060703,91.25,27.27,2419.3,5.52,18.69,91.97,82.0,19.65
20060704,91.25,27.27,2419.3,1.99,18.5,99.6,80.06,18.26
20060705,91.25,27.27,2419.3,5.36,17.78,99.96,86.74,17.98
20060706,91.25,27.27,2419.3,18.15,16.92,99.77,88.33,10.66
20060707,91.25,27.27,2419.3,20.64,17.59,99.9,89.41,12.95
20060708,91.25,27.27,2419.3,3.08,18.3,94.64,86.27,17.86
20060709,91.25,27.27,2419.3,6.14,18.81,95.84,81.25,17.01
20060710,91.25,27.27,2419.3,4.87,18.95,84.38,81.36,16.91
20060711,91.25,27.27,2419.3,12.15,18.47,97.34,83.52,16.51
20060712,91.25,27.27,2419.3,3.31,18.25,99.11,85.27,16.33
20060713,91.25,27.27,2419.3,5.29,18.19,98.78,83.95,17.7
20060714,91.25,27.27,2419.3,4.5,17.98,96.53,87.15,17.94
20060715,91.25,27.27,2419.3,6.52,18.37,99.45,83.71,12.14
20060716,91.25,27.27,2419.3,3.91,18.9,95.86,81.67,20.6
20060717,91.25,27.27,2419.3,0.13,19.76,79.57,81.2,21.19
20060718,91.25,27.27,2419.3,12.28,18.23,97.98,88.82,11.36
20060719,91.25,27.27,2419.3,5.53,18.1,97.72,86.58,12.81
20060720,91.25,27.27,2419.3,6.96,18.35,85.69,83.46,13.94
20060721,91.25,27.27,2419.3,2.87,18.21,91.55,82.78,17.73
20060722,91.25,27.27,2419.3,6.88,17.45,99.02,82.38,15.39
